item,name,title,label
http://www.wikidata.org/entity/Q10798,Sus,Sus (genus),cultural agnostic
http://www.wikidata.org/entity/Q354239,minor party,Minor party,cultural exclusive
http://www.wikidata.org/entity/Q61391,cheerleading,Cheerleading,cultural representative
http://www.wikidata.org/entity/Q32491,Qantas,Qantas,cultural representative
http://www.wikidata.org/entity/Q704948,body double,Double (occupation),cultural agnostic
http://www.wikidata.org/entity/Q6379416,Kawabata Evaluation System,Kawabata evaluation system,cultural agnostic
http://www.wikidata.org/entity/Q1451709,women's cinema,Women's cinema,cultural agnostic
http://www.wikidata.org/entity/Q266569,animator,Animator,cultural agnostic
http://www.wikidata.org/entity/Q170593,collaging,Collage,cultural agnostic
http://www.wikidata.org/entity/Q828043,bouillabaisse,,cultural representative
http://www.wikidata.org/entity/Q276452,Goliath Artists,Goliath Artists,cultural exclusive
http://www.wikidata.org/entity/Q374852,Glück auf,Glück auf,cultural agnostic
http://www.wikidata.org/entity/Q23529,message in a bottle,Message in a bottle,cultural agnostic
http://www.wikidata.org/entity/Q39336,Rome Film Festival,Rome Film Festival,cultural representative
http://www.wikidata.org/entity/Q59187,Vauxhall,Vauxhall Motors,cultural representative
http://www.wikidata.org/entity/Q49000490,council architect,Council architect,cultural agnostic
http://www.wikidata.org/entity/Q5139107,coca flour,Coca flour,cultural exclusive
http://www.wikidata.org/entity/Q564278,Meunière sauce,,cultural representative
http://www.wikidata.org/entity/Q438533,alternative manga,Alternative manga,cultural agnostic
http://www.wikidata.org/entity/Q308876,stop-motion,Stop motion,cultural agnostic
http://www.wikidata.org/entity/Q1320698,Strawberry Field,Strawberry Field,cultural exclusive
http://www.wikidata.org/entity/Q18545,ball,Ball,cultural agnostic
http://www.wikidata.org/entity/Q9381,Adam Smith,Adam Smith,cultural representative
http://www.wikidata.org/entity/Q338367,Accademia Carrara,Accademia Carrara,cultural exclusive
http://www.wikidata.org/entity/Q25104247,mic drop,Mic drop,cultural agnostic
http://www.wikidata.org/entity/Q65022,Ellen von Unwerth,Ellen von Unwerth,cultural representative
http://www.wikidata.org/entity/Q16390125,Les Sœurs Boulay,Les Sœurs Boulay,cultural exclusive
http://www.wikidata.org/entity/Q5194627,Lilium,Lilium,cultural agnostic
http://www.wikidata.org/entity/Q3364870,rangeland,Rangeland,cultural agnostic
http://www.wikidata.org/entity/Q84199,Michael Haneke,Michael Haneke,cultural representative
http://www.wikidata.org/entity/Q244630,Two-Rhythm Dance,Zwiefacher,cultural exclusive
http://www.wikidata.org/entity/Q172336,chokehold,Chokehold,cultural agnostic
http://www.wikidata.org/entity/Q184452,cable television,Cable television,cultural agnostic
http://www.wikidata.org/entity/Q911043,cross-laminated timber,Cross-laminated timber,cultural agnostic
http://www.wikidata.org/entity/Q2380474,Raleigh Studios,Raleigh Studios,cultural exclusive
http://www.wikidata.org/entity/Q365126,Keolis Nederland,Keolis Nederland,cultural exclusive
http://www.wikidata.org/entity/Q7257263,underwear as outerwear,Underwear as outerwear,cultural agnostic
http://www.wikidata.org/entity/Q55198,Oleksandr Dovzhenko,Alexander Dovzhenko,cultural representative
http://www.wikidata.org/entity/Q2618583,French Emigration,French emigration (1789–1815),cultural exclusive
http://www.wikidata.org/entity/Q133485,rabbi,Rabbi,cultural agnostic
http://www.wikidata.org/entity/Q15799,Club Atlético River Plate,Club Atlético River Plate,cultural representative
http://www.wikidata.org/entity/Q593887,Council of Government,Council of Government,cultural exclusive
http://www.wikidata.org/entity/Q593216,Constantijn Huygens Prize,Constantijn Huygens Prize,cultural exclusive
http://www.wikidata.org/entity/Q1323870,El Ateneo Grand Splendid,El Ateneo Grand Splendid,cultural exclusive
http://www.wikidata.org/entity/Q19088,eukaryote,Eukaryote,cultural agnostic
http://www.wikidata.org/entity/Q252120,Ottoman poetry,Ottoman poetry,cultural exclusive
http://www.wikidata.org/entity/Q1307909,ligne claire,Ligne claire,cultural agnostic
http://www.wikidata.org/entity/Q392409,freediving,Freediving,cultural agnostic
http://www.wikidata.org/entity/Q24075,Godzilla,Godzilla (1998 film),cultural representative
http://www.wikidata.org/entity/Q461,Internet Archive,Internet Archive,cultural representative
http://www.wikidata.org/entity/Q502899,outlier,Inliers and outliers (geology),cultural agnostic
http://www.wikidata.org/entity/Q133442,city-state,City-state,cultural agnostic
http://www.wikidata.org/entity/Q25243,Betula,Birch,cultural agnostic
http://www.wikidata.org/entity/Q352664,adat,Adat,cultural agnostic
http://www.wikidata.org/entity/Q152311,naturism,Naturism,cultural agnostic
http://www.wikidata.org/entity/Q42745,Rita Hayworth,Rita Hayworth,cultural representative
http://www.wikidata.org/entity/Q616358,Prairie School architecture,Prairie School,cultural agnostic
http://www.wikidata.org/entity/Q390248,myth of origins,Origin myth,cultural agnostic
http://www.wikidata.org/entity/Q1807465,laufhaus,Laufhaus,cultural agnostic
http://www.wikidata.org/entity/Q3080858,wagoto,Wagoto,cultural exclusive
http://www.wikidata.org/entity/Q125375,consecration,Consecration in Christianity,cultural agnostic
http://www.wikidata.org/entity/Q140676,rediff.com,Rediff.com,cultural exclusive
http://www.wikidata.org/entity/Q1297719,French moralist,French moralists,cultural agnostic
http://www.wikidata.org/entity/Q53121,cycling,Cycling,cultural agnostic
http://www.wikidata.org/entity/Q507220,DARPA Grand Challenge,DARPA Grand Challenge,cultural representative
http://www.wikidata.org/entity/Q840584,Scouting for Boys,Scouting for Boys,cultural representative
http://www.wikidata.org/entity/Q847906,online magazine,Online magazine,cultural agnostic
http://www.wikidata.org/entity/Q178743,stele,Stele,cultural representative
http://www.wikidata.org/entity/Q205543,American Football League All-Time Team,American Football League All-Time Team,cultural exclusive
http://www.wikidata.org/entity/Q334451,language policy,Language policy,cultural agnostic
http://www.wikidata.org/entity/Q43459,Ferdowsi,Ferdowsi,cultural representative
http://www.wikidata.org/entity/Q1280834,Bible society,Bible society,cultural agnostic
http://www.wikidata.org/entity/Q59281,transitional government,Provisional government,cultural agnostic
http://www.wikidata.org/entity/Q1192,Jean-Baptiste Lully,Jean-Baptiste Lully,cultural representative
http://www.wikidata.org/entity/Q188116,Fourteenth Amendment to the United States Constitution,Fourteenth Amendment to the United States Constitution,cultural exclusive
http://www.wikidata.org/entity/Q6784637,Massie Wireless Station,Massie Wireless Station,cultural exclusive
http://www.wikidata.org/entity/Q2519376,jewelry designer,Jewelry designer,cultural agnostic
http://www.wikidata.org/entity/Q66626,Hornussen,"Hornussen, Aargau",cultural exclusive
http://www.wikidata.org/entity/Q665982,Posca,Posca,cultural agnostic
http://www.wikidata.org/entity/Q546264,beat music,Beat music,cultural representative
http://www.wikidata.org/entity/Q495488,forage fish,Forage fish,cultural agnostic
http://www.wikidata.org/entity/Q544972,trombonist,Trombonist,cultural agnostic
http://www.wikidata.org/entity/Q693791,koto,Koto (traditional clothing),cultural exclusive
http://www.wikidata.org/entity/Q254118,Holocaust Museum LA,Holocaust Museum LA,cultural exclusive
http://www.wikidata.org/entity/Q19090,Robin Hood,Robin Hood (1973 film),cultural representative
http://www.wikidata.org/entity/Q1584013,Yakshagana,Yakshagana,cultural representative
http://www.wikidata.org/entity/Q3275087,Hanaya Yohei,Hanaya Yohei,cultural exclusive
http://www.wikidata.org/entity/Q53046,Carlo Verdone,Carlo Verdone,cultural representative
http://www.wikidata.org/entity/Q767703,breakdancer,Breakdancer,cultural agnostic
http://www.wikidata.org/entity/Q93189,egg as food,Eggs as food,cultural agnostic
http://www.wikidata.org/entity/Q259553,Urania,"Urania, Vienna",cultural exclusive
http://www.wikidata.org/entity/Q5276133,digital philosophy,Digital philosophy,cultural exclusive
http://www.wikidata.org/entity/Q239897,Joann Sfar,Joann Sfar,cultural representative
http://www.wikidata.org/entity/Q181283,adult comics,Adult comics,cultural agnostic
http://www.wikidata.org/entity/Q219423,mural,Mural,cultural representative
http://www.wikidata.org/entity/Q864380,biographer,Biographer,cultural agnostic
http://www.wikidata.org/entity/Q2283231,Light-Life,Light-Life Movement,cultural agnostic
http://www.wikidata.org/entity/Q183945,record producer,Record producer,cultural agnostic
http://www.wikidata.org/entity/Q60233168,political historian,Political historian,cultural agnostic
http://www.wikidata.org/entity/Q197069,Zexcs,Zexcs,cultural representative
http://www.wikidata.org/entity/Q670265,Eisteddfod,Eisteddfod,cultural exclusive
http://www.wikidata.org/entity/Q15964235,Emmenbrücke Kapf railway station,Emmenbrücke Kapf railway station,cultural exclusive
http://www.wikidata.org/entity/Q63036,Eduard Oscar Schmidt,Eduard Oscar Schmidt,cultural exclusive
http://www.wikidata.org/entity/Q225907,professional revolutionary,Professional revolutionaries,cultural agnostic
http://www.wikidata.org/entity/Q794428,entrenched river,Entrenched river,cultural agnostic
http://www.wikidata.org/entity/Q874265,Stump sock,Stump sock,cultural agnostic
http://www.wikidata.org/entity/Q183308,New Age,New Age,cultural representative
http://www.wikidata.org/entity/Q11046554,tapu,Tapu (Polynesian culture),cultural agnostic
http://www.wikidata.org/entity/Q4835874,BLUF,BLUF (communication),cultural agnostic
http://www.wikidata.org/entity/Q3565221,Wakanim,Wakanim,cultural exclusive
http://www.wikidata.org/entity/Q25326,Mollusca,Mollusca,cultural agnostic
http://www.wikidata.org/entity/Q766570,Political parties in Russia,List of political parties in Russia,cultural exclusive
http://www.wikidata.org/entity/Q3015646,Australian dance,Dance in Australia,cultural exclusive
http://www.wikidata.org/entity/Q49112,Yale University,Yale University,cultural representative
http://www.wikidata.org/entity/Q895818,boy player,Boy player,cultural exclusive
http://www.wikidata.org/entity/Q6415061,jajim,Jajim,cultural agnostic
http://www.wikidata.org/entity/Q1352102,Free Cinema,Free Cinema,cultural exclusive
http://www.wikidata.org/entity/Q579021,perfumer,Perfumer,cultural agnostic
http://www.wikidata.org/entity/Q473743,environmental art,Environmental art,cultural agnostic
http://www.wikidata.org/entity/Q824592,Berner Platte,Berner Platte,cultural agnostic
http://www.wikidata.org/entity/Q264980,Equal Vision Records,Equal Vision Records,cultural representative
http://www.wikidata.org/entity/Q596428,Kia ora,Kia ora,cultural exclusive
http://www.wikidata.org/entity/Q49845,mail,Mail,cultural agnostic
http://www.wikidata.org/entity/Q10957,Lumière Festival,Lumière Festival,cultural exclusive
http://www.wikidata.org/entity/Q59182,Wikov,Wikov,cultural exclusive
http://www.wikidata.org/entity/Q3621561,starchitect,Starchitect,cultural agnostic
http://www.wikidata.org/entity/Q5503619,fried eggplant,Fried eggplant,cultural agnostic
http://www.wikidata.org/entity/Q5300093,double steaming,Double steaming,cultural agnostic
http://www.wikidata.org/entity/Q478804,children's anime and manga,Children's anime and manga,cultural representative
http://www.wikidata.org/entity/Q119906,parallax scrolling,Parallax scrolling,cultural agnostic
http://www.wikidata.org/entity/Q1466283,Sizewell nuclear power stations,Sizewell nuclear power stations,cultural exclusive
http://www.wikidata.org/entity/Q44475,spear,Spear,cultural agnostic
http://www.wikidata.org/entity/Q42,Douglas Adams,Douglas Adams,cultural representative
http://www.wikidata.org/entity/Q150066,Pinacoteca di Brera,Pinacoteca di Brera,cultural representative
http://www.wikidata.org/entity/Q30314702,body language of dogs,Body language of dogs,cultural agnostic
http://www.wikidata.org/entity/Q64718,Victor Hasselblad,Victor Hasselblad,cultural exclusive
http://www.wikidata.org/entity/Q1469093,Rodrigo y Gabriela,Rodrigo y Gabriela,cultural representative
http://www.wikidata.org/entity/Q4671452,terrestrial plant,Terrestrial plant,cultural agnostic
http://www.wikidata.org/entity/Q4986688,built environment,Built environment,cultural agnostic
http://www.wikidata.org/entity/Q78639,Max Reinhardt,Max Reinhardt,cultural representative
http://www.wikidata.org/entity/Q329385,schottische,Schottische,cultural representative
http://www.wikidata.org/entity/Q267050,Mano,Mano (gesture),cultural exclusive
http://www.wikidata.org/entity/Q242256,closed-circuit television,Closed-circuit television,cultural agnostic
http://www.wikidata.org/entity/Q647584,flashing,Flashing (weatherproofing),cultural agnostic
http://www.wikidata.org/entity/Q2088225,Laugh-O-Gram Studio,Laugh-O-Gram Studio,cultural exclusive
http://www.wikidata.org/entity/Q366922,TEC,Opérateur de transport de Wallonie,cultural exclusive
http://www.wikidata.org/entity/Q28966228,lightning rod fashion,Lightning rod fashion,cultural agnostic
http://www.wikidata.org/entity/Q55207,Nikita Mikhalkov,Nikita Mikhalkov,cultural representative
http://www.wikidata.org/entity/Q2635310,Mrkonjić Grad incident,Mrkonjić Grad incident,cultural exclusive
http://www.wikidata.org/entity/Q172748,antipope,Antipope,cultural agnostic
http://www.wikidata.org/entity/Q16320,Club Atlético Peñarol,Peñarol,cultural representative
http://www.wikidata.org/entity/Q597935,Communications Security Establishment Canada,Communications Security Establishment,cultural exclusive
http://www.wikidata.org/entity/Q294238,BookSpot Literatuurprijs,Bookspot Literatuurprijs,cultural exclusive
http://www.wikidata.org/entity/Q1409680,H. N. Jacobsens Bókahandil,H. N. Jacobsens Bókahandil,cultural exclusive
http://www.wikidata.org/entity/Q25367,plankton,Plankton,cultural agnostic
http://www.wikidata.org/entity/Q288909,Urdu poetry,Urdu poetry,cultural exclusive
http://www.wikidata.org/entity/Q516316,Young British Artists,Young British Artists,cultural representative
http://www.wikidata.org/entity/Q244158,skipping rope,Skipping rope,cultural agnostic
http://www.wikidata.org/entity/Q24151,Alligator II – The Mutation,Alligator II: The Mutation,cultural exclusive
http://www.wikidata.org/entity/Q565,Wikimedia Commons,Wikimedia Commons,cultural representative
http://www.wikidata.org/entity/Q442987,Hewitt,Hewitt (hill),cultural agnostic
http://www.wikidata.org/entity/Q83020,provincial city,Provincial city (Taiwan),cultural exclusive
http://www.wikidata.org/entity/Q2453469,Juglans,Juglans,cultural agnostic
http://www.wikidata.org/entity/Q189819,ritual,Ritual,cultural agnostic
http://www.wikidata.org/entity/Q164828,Samkhya,Samkhya,cultural representative
http://www.wikidata.org/entity/Q76452,Uschi Obermaier,Uschi Obermaier,cultural exclusive
http://www.wikidata.org/entity/Q681188,paifang,Paifang,cultural representative
http://www.wikidata.org/entity/Q393148,aggadah,Aggadah,cultural exclusive
http://www.wikidata.org/entity/Q1711275,Jugendburg,Jugendburg,cultural agnostic
http://www.wikidata.org/entity/Q519926,Yubitsume,Yubitsume,cultural agnostic
http://www.wikidata.org/entity/Q163560,Axel Springer SE,Axel Springer SE,cultural representative
http://www.wikidata.org/entity/Q5403434,ethicist,Ethicist,cultural agnostic
http://www.wikidata.org/entity/Q167681,Vahana,Vahana,cultural agnostic
http://www.wikidata.org/entity/Q508557,Panhellenic Games,Panhellenic Games,cultural agnostic
http://www.wikidata.org/entity/Q85750582,Captain Cook,Captain Cook (book),cultural exclusive
http://www.wikidata.org/entity/Q416,disk magazine,Disk magazine,cultural agnostic
http://www.wikidata.org/entity/Q193475,menhir,Menhir,cultural agnostic
http://www.wikidata.org/entity/Q191378,Z-Boys,Z-Boys,cultural exclusive
http://www.wikidata.org/entity/Q751734,smoking ban,Smoking ban,cultural agnostic
http://www.wikidata.org/entity/Q392,Bob Dylan,Bob Dylan,cultural representative
http://www.wikidata.org/entity/Q1917775,music publishing company,Music publisher,cultural agnostic
http://www.wikidata.org/entity/Q720829,open government,Open government,cultural agnostic
http://www.wikidata.org/entity/Q291331,Darcey Bussell,Darcey Bussell,cultural representative
http://www.wikidata.org/entity/Q256658,stand-your-ground law,Stand-your-ground law,cultural agnostic
http://www.wikidata.org/entity/Q811095,construction of the World Trade Center,Construction of the World Trade Center,cultural exclusive
http://www.wikidata.org/entity/Q2707485,scenographer,Scenographer,cultural agnostic
http://www.wikidata.org/entity/Q67052,Barberêche,Barberêche,cultural exclusive
http://www.wikidata.org/entity/Q343276,Actimel,Actimel,cultural exclusive
http://www.wikidata.org/entity/Q546359,doo-wop,Doo-wop,cultural representative
http://www.wikidata.org/entity/Q1072742,freshwater fish,Freshwater fish,cultural agnostic
http://www.wikidata.org/entity/Q584301,bassist,Bassist,cultural agnostic
http://www.wikidata.org/entity/Q1130359,loincloth,Loincloth,cultural agnostic
http://www.wikidata.org/entity/Q252800,Abbot's Palace (Oliwa),Abbot's Palace (Oliwa),cultural exclusive
http://www.wikidata.org/entity/Q4447,Despicable Me,Despicable Me (film),cultural representative
http://www.wikidata.org/entity/Q1615950,Weihnachtsmärchen,Weihnachtsmärchen,cultural exclusive
http://www.wikidata.org/entity/Q3292396,Marie Bourgeois,Marie Bourgeois,cultural exclusive
http://www.wikidata.org/entity/Q53045,Giuseppe Tornatore,Giuseppe Tornatore,cultural representative
http://www.wikidata.org/entity/Q969772,Free agent,Free agent,cultural agnostic
http://www.wikidata.org/entity/Q1728977,karashi,Karashi,cultural representative
http://www.wikidata.org/entity/Q286522,Oskar Schindler's Enamel Factory,Oskar Schindler's Enamel Factory,cultural representative
http://www.wikidata.org/entity/Q7362654,Romanian philosophy,Romanian philosophy,cultural exclusive
http://www.wikidata.org/entity/Q224904,Ed Arno,Ed Arno,cultural exclusive
http://www.wikidata.org/entity/Q562214,manhwa,Manhwa,cultural representative
http://www.wikidata.org/entity/Q646420,Fayum mummy portraits,Fayum mummy portraits,cultural representative
http://www.wikidata.org/entity/Q1172458,muhaddith,Muhaddith,cultural exclusive
http://www.wikidata.org/entity/Q2210815,Orthodox Reformed Chorch,Reformed orthodoxy,cultural agnostic
http://www.wikidata.org/entity/Q177718,sideman,Sideman,cultural agnostic
http://www.wikidata.org/entity/Q2004963,numismatist,Numismatist,cultural agnostic
http://www.wikidata.org/entity/Q2940649,Cartoon Saloon,Cartoon Saloon,cultural representative
http://www.wikidata.org/entity/Q358576,Technoparade,Technoparade,cultural agnostic
http://www.wikidata.org/entity/Q31444630,Ballwil railway station,Ballwil railway station,cultural exclusive
http://www.wikidata.org/entity/Q62982,Jacques Loeb,Jacques Loeb,cultural exclusive
http://www.wikidata.org/entity/Q327591,independent politician,Independent politician,cultural agnostic
http://www.wikidata.org/entity/Q100649,blackwater river,Blackwater river,cultural agnostic
http://www.wikidata.org/entity/Q701069,Hanbok,Hanbok,cultural representative
http://www.wikidata.org/entity/Q188213,state religion,State religion,cultural agnostic
http://www.wikidata.org/entity/Q15975772,headlinese,Headlinese,cultural agnostic
http://www.wikidata.org/entity/Q7735102,Fox Nation,Fox Nation,cultural exclusive
http://www.wikidata.org/entity/Q25334,European Robin,European robin,cultural agnostic
http://www.wikidata.org/entity/Q938993,frivolous political party,Frivolous political party,cultural agnostic
http://www.wikidata.org/entity/Q2879962,baião,Baião (music),cultural representative
http://www.wikidata.org/entity/Q127990,Australian National University,Australian National University,cultural representative
http://www.wikidata.org/entity/Q948329,character actor,Character actor,cultural agnostic
http://www.wikidata.org/entity/Q4878968,bed skirt,Bed skirt,cultural agnostic
http://www.wikidata.org/entity/Q1361932,family film,Family film,cultural agnostic
http://www.wikidata.org/entity/Q639669,musician,Musician,cultural agnostic
http://www.wikidata.org/entity/Q616077,VJing,VJing,cultural agnostic
http://www.wikidata.org/entity/Q827654,lassi,Lassi,cultural representative
