num_nodes,num_edges,average_degree,density,average_clustering,assortativity,transitivity,language,avg_degree_centrality,avg_betweenness_centrality,avg_closeness_centrality,edge_weight_mean,edge_weight_std,label_overlap_with_country,name,description,type,category,subcategory,label,item
1297,2758,4.252891287586738,0.001640775959717106,0.002397460866618877,-0.13150013827752058,0.004860556253091352,en,0.0032815519194342117,0.002474532302982573,0.1491912993600563,1.1504713560551123,1.447730136436604,0.0015420200462606013,Aaron Copland,"American composer, composition teacher, writer, and conductor (1900-1990)",entity,performing arts,choreographer,cultural representative,http://www.wikidata.org/entity/Q192185
1260,2913,4.623809523809523,0.0018363024320133137,0.0012090016890698326,-0.10673564610161207,0.007584561112263955,en,0.0036726048640266275,0.002732168295407094,0.14921055369678468,1.230003432887058,2.5757256084208446,0.0007936507936507937,African American literature,body of literature by Americans of African descent,entity,literature,literary genre,cultural representative,http://www.wikidata.org/entity/Q388170
67,120,3.582089552238806,0.027137042062415198,0.030160188219998284,-0.45713310602765134,0.021875,en,0.05427408412483038,0.02567929582854956,0.16120299598893356,1.2333333333333334,0.9809292646374773,0.014925373134328358,applied arts,arts that apply design and decoration to everyday objects,concept,visual arts,visual arts,cultural agnostic,http://www.wikidata.org/entity/Q207241
60,108,3.6,0.030508474576271188,0.018380893136427857,-0.15798928214307295,0.05459770114942529,en,0.061016949152542375,0.041559516851743625,0.11402680415928314,1.3518518518518519,1.646066100641695,0.0,aragoto,boisterous masculine style of kabuki acting,concept,films,acting style,cultural exclusive,http://www.wikidata.org/entity/Q17045537
138,278,4.028985507246377,0.014704326668782398,0.016272293018484808,-0.27760854901609777,0.03257575757575758,en,0.0294086533375648,0.02898434048325773,0.17790161577426908,1.158273381294964,1.0912272333950226,0.0,architectural engineer,engineer specialising in the design and operation of buildings,concept,architecture,architect,cultural agnostic,http://www.wikidata.org/entity/Q3151019
1158,2628,4.538860103626943,0.001961478005024608,0.006332211558464851,-0.12718622480984812,0.008304547390337386,en,0.003922956010049216,0.0029308689823383865,0.16976661287639686,1.1757990867579908,0.922981738672582,0.0,agricultural irrigation,artificial application of water to cultivated land,concept,transportation,transport,cultural agnostic,http://www.wikidata.org/entity/Q11453
508,995,3.9173228346456694,0.0038632375095124945,0.010628380136764953,-0.12470584603545938,0.00662533430585947,en,0.00772647501902499,0.007643320302973214,0.16992870673442295,1.120603015075377,0.6570282098461396,0.0,architect,"person trained to plan and design buildings, and oversee their construction",concept,fashion,designer,cultural agnostic,http://www.wikidata.org/entity/Q42973
38,56,2.9473684210526314,0.03982930298719772,0.05533273709170612,-0.33495098861075395,0.013986013986013986,en,0.07965860597439545,0.038149992097360516,0.1637606971346231,1.125,0.5022271825151869,0.0,Aperol,"Italian bitter apéritif made of gentian, rhubarb, and cinchona",entity,food,drink,cultural representative,http://www.wikidata.org/entity/Q618238
1167,2433,4.169665809768637,0.001788021359248987,0.002456140131588387,-0.1002979247620711,0.006839238762989859,en,0.0035760427184979736,0.003490503681291691,0.1446542210779882,1.2071516646115907,1.5574484018644412,0.000856898029134533,Amitabh Bachchan,Indian film actor (born 1942),entity,books,writer,cultural representative,http://www.wikidata.org/entity/Q9570
149,239,3.208053691275168,0.010838019227280973,0.0093740948379118,-0.17203528067124477,0.01003167898627244,en,0.021676038454561945,0.014782314159111859,0.09701485270992048,1.1171548117154813,0.9696647077672772,0.0,argan oil,argan oil is found in argan tree,concept,food,ingredient,cultural agnostic,http://www.wikidata.org/entity/Q45418
108,171,3.1666666666666665,0.014797507788161994,0.029031022282261496,-0.26174660870982297,0.015406162464985995,en,0.02959501557632398,0.008833114546392627,0.04205039447337607,1.2456140350877194,0.7635107069118927,0.009259259259259259,"Baa, Baa, Black Sheep",English nursery rhyme,entity,books,book,cultural exclusive,http://www.wikidata.org/entity/Q552300
45,68,3.022222222222222,0.03434343434343434,0.00819146632012129,-0.18769644825560436,0.003816793893129771,en,0.06868686868686867,0.058656330749354,0.18744964306625891,1.1323529411764706,0.662091422617084,0.022222222222222223,Bamboula,kind of drum,concept,performing arts,dance,cultural representative,http://www.wikidata.org/entity/Q6658
19,25,2.6315789473684212,0.07309941520467836,0.17719298245614035,-0.2816901408450703,0.03,en,0.14619883040935672,0.030959752321981424,0.11285162206214835,1.04,0.19595917942265426,0.0,Baldegg railway station,railway station in Switzerland,entity,transportation,station,cultural exclusive,http://www.wikidata.org/entity/Q31444638
92,164,3.5652173913043477,0.019589106545628284,0.018804488200670565,-0.18907250900508255,0.02218430034129693,en,0.03917821309125657,0.03361734883474014,0.132477567998292,1.1402439024390243,0.5509105004771561,0.0,Baselland Transport,transport company,entity,transportation,transport company,cultural exclusive,http://www.wikidata.org/entity/Q353936
1098,2414,4.397085610200365,0.0020041411167731832,0.002837434990297111,-0.11367429655114342,0.007332153680314032,en,0.004008282233546367,0.0030323998349700526,0.19954455451799127,1.1938690969345485,1.327372469582382,0.0018214936247723133,anime,Japanese style of animation,concept,films,film genre,cultural representative,http://www.wikidata.org/entity/Q1107
111,171,3.081081081081081,0.014004914004914005,0.017233876993072685,-0.2463225292949851,0.008884150675195452,en,0.02800982800982801,0.013626220048238399,0.07306246365112602,1.3742690058479532,1.7705300089044453,0.009009009009009009,Bassecourt,"village and former municipality in Haute-Sorne in the canton of Jura, Switzerland",entity,geography,neighborhood,cultural exclusive,http://www.wikidata.org/entity/Q66705
1017,2110,4.149459193706981,0.002042056689816428,0.015040067273150425,-0.1387130383706788,0.004306242310281589,en,0.004084113379632854,0.003573371798162094,0.1735426355643191,1.1203791469194313,0.5871546364869202,0.0009832841691248771,atheism,absence of belief in the existence of deities; the opposite of theism,concept,philosophy and religion,philosophical movement,cultural agnostic,http://www.wikidata.org/entity/Q7066
41,54,2.6341463414634148,0.032926829268292684,0.029175973078412097,-0.06642071445161585,0.009259259259259259,en,0.06585365853658537,0.018558474046278927,0.06836398740897645,1.1296296296296295,0.4323191677751389,0.0,Barbarastollen underground archive,archive in Germany,concept,history,archive,cultural exclusive,http://www.wikidata.org/entity/Q807725
1105,2451,4.436199095022625,0.0020091481408616957,0.002931562939747877,-0.11267185871895596,0.00536480686695279,en,0.004018296281723391,0.003081305749163464,0.20059791220331719,1.1872705018359853,1.4830805380548666,0.0,AOL,American web portal and online service provider,entity,media,media company,cultural exclusive,http://www.wikidata.org/entity/Q27585
14,17,2.4285714285714284,0.09340659340659341,0.11198979591836734,-0.3272520811911696,0.030303030303030304,en,0.1868131868131868,0.0173992673992674,0.13610952539523966,1.0588235294117647,0.23529411764705885,0.0,Baltic song festivals,song and dance festivals in Baltic states,concept,music,music festival,cultural representative,http://www.wikidata.org/entity/Q890297
188,311,3.3085106382978724,0.008846285129138697,0.025683026626956502,-0.08725170256733285,0.013513513513513514,en,0.01769257025827739,0.02621632979640974,0.09923342968008116,1.0932475884244373,0.4178332562378204,0.0,Bilateria,"animals with bilateral symmetry, at least as embryo",concept,biology,animal,cultural agnostic,http://www.wikidata.org/entity/Q5173
89,139,3.1235955056179776,0.017747701736465782,0.01836282633107443,-0.18489063379278323,0.014767932489451477,en,0.035495403472931564,0.028155929696030434,0.09179907455821032,1.1223021582733812,0.6620268817454584,0.0,Bauhaus Archive,museum and archive in Berlin,entity,history,archive,cultural representative,http://www.wikidata.org/entity/Q811389
350,581,3.32,0.004756446991404011,0.028205531187332957,-0.0937374622623629,0.006086142322097378,en,0.009512893982808024,0.01282625469909335,0.10442325132344486,1.0567986230636832,0.28480039644575633,0.0,Biblioteca Ambrosiana,conservation library in Italy,entity,history,archive,cultural exclusive,http://www.wikidata.org/entity/Q815611
1260,2715,4.309523809523809,0.0017114868187147773,0.026549615628654235,-0.10714912984704839,0.006176686624969395,en,0.003422973637429555,0.002888424330511889,0.15193720206530634,1.0869244935543279,0.38836002146115756,0.002380952380952381,art of painting,"practice of applying paint, pigment, color or other medium to a surface",concept,visual arts,visual arts,cultural agnostic,http://www.wikidata.org/entity/Q11629
417,921,4.41726618705036,0.005309214167127836,0.01869366787149951,-0.16326327473318733,0.01658905704307334,en,0.010618428334255671,0.007378115116803685,0.18941656588549768,1.1650380021715527,0.718088172077235,0.002398081534772182,bloc party,non-ruling but legal political parties in an authoritarian or totalitarian regime as auxiliary parties and members of a ruling coalition,concept,politics,political party,cultural agnostic,http://www.wikidata.org/entity/Q49759
19,24,2.526315789473684,0.07017543859649122,0.19239766081871346,-0.4933144817137579,0.02,en,0.14035087719298245,0.018403852769177848,0.1130153122515494,1.0,0.0,0.0,Bayrisch Kraut,Bavarian cabbage dish,entity,food,dish,cultural representative,http://www.wikidata.org/entity/Q812609
1684,3840,4.5605700712589075,0.0013548930692985465,0.007193499815623967,-0.10389403464532464,0.003811272993728767,en,0.002709786138597093,0.002228425578726466,0.1788691119924038,1.1328125,0.830139550423351,0.0011876484560570072,Africa,continent,entity,geography,geographic location,cultural representative,http://www.wikidata.org/entity/Q15
221,371,3.3574660633484164,0.0076306046894282185,0.024148852447780988,-0.15462484633701465,0.009808394160583942,en,0.015261209378856437,0.015581745678441892,0.13777575598144734,1.0700808625336926,0.39599714657050045,0.0,bullfighter,profession,concept,sports,athlete,cultural representative,http://www.wikidata.org/entity/Q549322
96,151,3.1458333333333335,0.01655701754385965,0.0260920045449508,-0.2473732179015207,0.012367491166077738,en,0.0331140350877193,0.052049505412467355,0.12528349539567685,1.0529801324503312,0.32117498418495743,0.0,carbatina,"shoe cut from a single piece of leather and secured with a lace, worn in Ancient Rome and later throughout Central Europe",concept,fashion,traditional costume,cultural representative,http://www.wikidata.org/entity/Q180449
89,175,3.932584269662921,0.02234422880490296,0.049526245735675385,-0.2540951503952422,0.02890528905289053,en,0.04468845760980592,0.03121881347375342,0.23341090730168448,1.2057142857142857,0.6351345671330973,0.011235955056179775,captain,member of a sports team,concept,sports,athlete,cultural agnostic,http://www.wikidata.org/entity/Q584540
177,326,3.6836158192090394,0.0104648176682075,0.01575920548123679,-0.15544920943496093,0.012368300503893724,en,0.020929635336414995,0.016726282192383892,0.16998123042087127,1.294478527607362,0.9524428735903517,0.0,calico,"balanced plain-weave cotton or cotton-blend fabric, often with a small printed pattern",concept,fashion,textile,cultural representative,http://www.wikidata.org/entity/Q1132695
813,1583,3.894218942189422,0.0023979180678506294,0.004952296124055754,-0.082087939990136,0.006817397307559544,en,0.004795836135701258,0.005483294614763888,0.13315968839188125,1.1036007580543272,0.6795494195189912,0.0,boho-chic,1990s fashion trend incorporating bohemian and hippie influences,concept,fashion,fashion trend,cultural representative,http://www.wikidata.org/entity/Q3641631
85,122,2.8705882352941177,0.017086834733893556,0.02147281545253578,-0.3178104069195047,0.002145922746781116,en,0.03417366946778711,0.02267557625459822,0.0980647805275649,1.0901639344262295,0.31373211818040386,0.0,cento,literary genre,concept,literature,poetry,cultural exclusive,http://www.wikidata.org/entity/Q568286
132,235,3.5606060606060606,0.013590099467962063,0.01953704806998777,-0.22735648081618606,0.011029411764705883,en,0.027180198935924122,0.026597003505400455,0.14546670885058663,1.2085106382978723,0.8867415337961604,0.0,Boomerang,American cable television channel,entity,media,streaming service,cultural exclusive,http://www.wikidata.org/entity/Q157906
746,1662,4.455764075067024,0.002990445687964446,0.012035415885745679,-0.13006962271955483,0.010306893538271732,en,0.005980891375928891,0.0040531653168973565,0.1670037679324993,1.1883273164861612,1.1368601465191666,0.0013404825737265416,capital city,"primary governing city of a top-level (country) or first-level and second-level subdivision (country, state, province, regency, etc) political entity",concept,geography,city,cultural agnostic,http://www.wikidata.org/entity/Q5119
1096,2069,3.7755474452554743,0.0017239942672399426,0.0012098250911601854,-0.09170607616934454,0.0036832075056805686,en,0.003447988534479885,0.0038227827125879737,0.12312362037960423,1.1633639439342678,2.2267305939890814,0.0009124087591240876,Bill Maher,American stand-up comedian and television host,entity,films,film producer,cultural representative,http://www.wikidata.org/entity/Q489
39,54,2.769230769230769,0.03643724696356275,0.0290986790986791,-0.20969431580536765,0.02702702702702703,en,0.07287449392712551,0.038498012182222714,0.09475058739328358,1.1481481481481481,0.523782800878924,0.02564102564102564,Choc Stars,Congolese soukous band,entity,music,musical group,cultural exclusive,http://www.wikidata.org/entity/Q1604035
205,359,3.502439024390244,0.0085844093735055,0.008073278878574537,-0.09542429082093982,0.012830793905372895,en,0.017168818747010997,0.019300167501819905,0.11481769657113475,1.158774373259053,0.6880391999995551,0.0,Chittagong Kings,"Bangladesh Premier League team based in Chittagong, Bangladesh",entity,sports,sports team,cultural exclusive,http://www.wikidata.org/entity/Q45982
38,65,3.4210526315789473,0.04623044096728307,0.1421161963122949,-0.1987896687707427,0.06333333333333334,en,0.09246088193456614,0.045677256203572,0.15932107667475323,1.123076923076923,0.4116642510849124,0.0,Château Borély,museum,entity,history,museum,cultural exclusive,http://www.wikidata.org/entity/Q251672
166,270,3.253012048192771,0.009857612267250822,0.014462642280397548,-0.33631022440745734,0.006202290076335878,en,0.01971522453450164,0.021980160108282354,0.11695049727403103,1.2666666666666666,1.3344439818668825,0.006024096385542169,cinematographer,chief over the camera and lighting crews working on a film,concept,visual arts,artist,cultural agnostic,http://www.wikidata.org/entity/Q222344
1182,2501,4.231810490693739,0.0017916217149423113,0.0062062088314190755,-0.11111027836871037,0.004446989216528295,en,0.003583243429884623,0.00304571624060239,0.1721266994622033,1.109156337465014,0.7185218288273642,0.0025380710659898475,bicycle,pedal-driven two-wheel vehicle,entity,transportation,mode of transport,cultural agnostic,http://www.wikidata.org/entity/Q11442
314,587,3.738853503184713,0.005972609430007529,0.013082221786579525,-0.12599131963142826,0.0110881897885508,en,0.011945218860015058,0.009973394194309522,0.11957058544089941,1.151618398637138,0.7537594166100151,0.0,Charlottenburg Palace,"Baroque palace in Berlin, Germany",entity,history,museum,cultural representative,http://www.wikidata.org/entity/Q154996
1067,2030,3.8050609184629804,0.001784737766633668,0.0023071118574188687,-0.11315355858620077,0.003994029128172026,en,0.0035694755332673364,0.003896044694367445,0.13482667730984002,1.1389162561576354,1.3929494553303776,0.0,Carl Sagan,"American astrophysicist, cosmologist and author (1934–1996)",entity,books,writer,cultural representative,http://www.wikidata.org/entity/Q410
64,97,3.03125,0.024057539682539684,0.03392613949508682,-0.17900370464088644,0.016363636363636365,en,0.04811507936507936,0.01658506144393241,0.07617269313139541,1.1443298969072164,0.4760163455923792,0.0,common sole,flatfish,concept,food,food,cultural agnostic,http://www.wikidata.org/entity/Q27773
249,488,3.9196787148594376,0.007902578054152093,0.009296538781871012,-0.19440004958022344,0.016660563896008788,en,0.015805156108304182,0.011345630661604232,0.16248343990695155,1.153688524590164,1.2226293225504279,0.004016064257028112,communist party,political party that promotes communist philosophy and values,concept,politics,political party,cultural agnostic,http://www.wikidata.org/entity/Q233591
625,1330,4.256,0.0034102564102564104,0.008432920698613568,-0.12359396958905967,0.01126126126126126,en,0.006820512820512821,0.005729168210067088,0.17270839343555602,1.1616541353383458,0.9275419699083947,0.0,clarinetist,musician who plays the clarinet,concept,music,musical profession,cultural agnostic,http://www.wikidata.org/entity/Q118865
336,577,3.4345238095238093,0.005126154939587776,0.02002501537403194,-0.09974048453845963,0.008448540706605223,en,0.010252309879175551,0.014710211772616813,0.12047269635403739,1.0866551126516464,0.38079376270919696,0.0,comedian,"person who seeks to entertain an audience, primarily by making them laugh",concept,visual arts,artist,cultural agnostic,http://www.wikidata.org/entity/Q245068
55,80,2.909090909090909,0.026936026936026935,0.07410444711218403,-0.22295843598401208,0.017316017316017316,en,0.05387205387205388,0.016707960104186518,0.07480935128833739,1.15,0.3905124837953327,0.0,Club Deportivo Guadalajara,Spanish football club,entity,sports,sports club,cultural exclusive,http://www.wikidata.org/entity/Q11955
71,119,3.352112676056338,0.023943661971830985,0.010503433011694586,-0.16123561931997252,0.032663316582914576,en,0.047887323943661964,0.040608870614994304,0.12247986506073404,1.26890756302521,1.142733557331736,0.0,Colorado Gold Kings,sports team,entity,sports,sports team,cultural exclusive,http://www.wikidata.org/entity/Q280015
318,561,3.5283018867924527,0.005565144931849295,0.014639880347556674,-0.17203637008469191,0.010658307210031349,en,0.01113028986369859,0.009258352363494537,0.14163820578925002,1.1194295900178253,1.1399394998087629,0.0031446540880503146,community journalism,journalism genre,concept,media,magazine,cultural agnostic,http://www.wikidata.org/entity/Q379282
73,124,3.3972602739726026,0.02359208523592085,0.04743045785511572,-0.27816197712539353,0.0389344262295082,en,0.04718417047184171,0.04585771860998564,0.155144435506491,1.096774193548387,0.3897756765675668,0.0,Classic Produktion Osnabrück,record label,entity,music,record label,cultural exclusive,http://www.wikidata.org/entity/Q265418
1116,2394,4.290322580645161,0.001923911471141328,0.004061934306518318,-0.10829026757132788,0.006281442742233465,en,0.003847822942282656,0.0033351547224143305,0.1410951363835849,1.1591478696741855,1.081932709703661,0.0008960573476702509,carnivorous plant,plant that traps and consumes animals or protozoans,concept,biology,plant,cultural agnostic,http://www.wikidata.org/entity/Q18240
104,186,3.576923076923077,0.01736370425690814,0.024380888605176773,-0.10303017987967572,0.03184713375796178,en,0.034727408513816276,0.033146809881532895,0.1439825578681294,1.2043010752688172,0.7768026525228822,0.0,crown molding,"decorative element to gracefully flare out to a finished top edge such as capping walls, pilasters, and cabinets",concept,architecture,building material,cultural agnostic,http://www.wikidata.org/entity/Q172349
227,397,3.497797356828194,0.007738489727496004,0.01754054547994606,-0.11569133969803223,0.015287099179716629,en,0.015476979454992008,0.01626629241225163,0.13694968287884068,1.1586901763224182,0.8935854798522297,0.0,crime comic,comic genre,concept,comics and anime,comics,cultural agnostic,http://www.wikidata.org/entity/Q134426
390,789,4.046153846153846,0.0052007118845165115,0.017692614330592122,-0.15438260957195027,0.011229412743303942,en,0.010401423769033023,0.009574459410147005,0.18571688179670817,1.1280101394169835,0.6166993543752087,0.002564102564102564,composer,person who is an author of music in any form,concept,music,musician,cultural agnostic,http://www.wikidata.org/entity/Q36834
395,790,4.0,0.005076142131979695,0.03706571392937718,-0.14349077260043033,0.018204988166757693,en,0.01015228426395939,0.008619075810883744,0.174927018186538,1.1405063291139241,0.4998782098106364,0.002531645569620253,crosier,a staff resembling a shepherd's crook carried by bishops and abbots as a symbol of office ceremonial staff in Christianity,entity,fashion,clothing,cultural representative,http://www.wikidata.org/entity/Q506002
1397,3120,4.46671438797423,0.0015998260701913433,0.00840379440468673,-0.10279392929634963,0.005942817797304829,en,0.0031996521403826867,0.002712911932147849,0.17791057799834592,1.1278846153846154,0.6494509610347455,0.0021474588403722263,Caliph,monarchical title based on claim to be a successor of Muhammad,concept,philosophy and religion,religious leader,cultural representative,http://www.wikidata.org/entity/Q65997
12,14,2.3333333333333335,0.10606060606060606,0.0,-0.41478067789217155,0.0,en,0.21212121212121207,0.0659090909090909,0.1777102190738554,1.2857142857142858,0.45175395145262565,0.0,D. Rajarathinam,Indian politician,entity,politics,government,cultural exclusive,http://www.wikidata.org/entity/Q5203792
71,124,3.492957746478873,0.024949698189134808,0.0812231056593226,-0.1872757438326652,0.02199074074074074,en,0.04989939637826962,0.04059429037996092,0.20690245204583432,1.1774193548387097,0.4760114375281841,0.0,curia,"group of officials who assist in the governance of a particular Church, in Roman Catholicism",concept,politics,government,cultural representative,http://www.wikidata.org/entity/Q247979
25,31,2.48,0.051666666666666666,0.057059813976448534,-0.2710305745801012,0.02727272727272727,en,0.10333333333333332,0.018405797101449278,0.08748645921244096,1.1612903225806452,0.44698085356616185,0.0,Dato Sri Tahir,Indonesian businessman,entity,politics,government,cultural representative,http://www.wikidata.org/entity/Q15647884
154,291,3.779220779220779,0.01235039470333588,0.018404144159081016,-0.13523411858443812,0.024253731343283583,en,0.02470078940667176,0.019896834331818852,0.15693942761056187,1.1512027491408934,0.5901455322806339,0.012987012987012988,Cuban Institute of Radio and Television,State broadcaster of Cuba,entity,politics,government agency,cultural exclusive,http://www.wikidata.org/entity/Q597600
89,140,3.146067415730337,0.01787538304392237,0.008160697372871532,-0.13047403463971416,0.008620689655172414,en,0.035750766087844735,0.030382280769727498,0.10510516737836563,1.3071428571428572,1.0882254793366821,0.0,Dione Lucas,British chef (1909–1971),entity,food,cook,cultural exclusive,http://www.wikidata.org/entity/Q3290343
876,1756,4.0091324200913245,0.0022909328114807566,0.011790435548229632,-0.13172191313084966,0.0037308693719438624,en,0.004581865622961514,0.004279037379034244,0.16922208318696003,1.0848519362186788,0.46418239624497026,0.0,courtship,"ritual, period in a couple's relationship which precedes their engagement and marriage",concept,gestures and habits,ritual,cultural agnostic,http://www.wikidata.org/entity/Q376596
749,1461,3.9012016021361817,0.0026077550816418324,0.009971164551152658,-0.13087730078416573,0.007551302743832142,en,0.005215510163283665,0.005184363823428051,0.1587673726286683,1.1238877481177276,0.7271861314744826,0.0013351134846461949,Culicidae,family of nematoceran flies,concept,biology,animal,cultural agnostic,http://www.wikidata.org/entity/Q7367
47,65,2.765957446808511,0.030064754856614247,0.019072816742506733,-0.34334415567382454,0.007462686567164179,en,0.0601295097132285,0.06360365916332614,0.08355606374150103,1.1076923076923078,0.35617959700893004,0.0,Dnyaneshwari,13th-century treatise on the Bhagavad Gita in Marathi language,entity,books,religious book,cultural exclusive,http://www.wikidata.org/entity/Q2722359
902,1989,4.41019955654102,0.002447391540810777,0.009331493769113578,-0.13143706248077527,0.006768558951965066,en,0.004894783081621554,0.004011630339287955,0.18290166343080735,1.113624937154349,0.6117340797399575,0.0,conductor,person who directs a musical group during a performance,concept,music,musician,cultural agnostic,http://www.wikidata.org/entity/Q158852
840,1468,3.4952380952380953,0.002082978602644872,0.009879045776443314,-0.09709144701027249,0.0028677462887989206,en,0.004165957205289743,0.00604023394412709,0.09813940390543548,1.1587193460490464,0.5034069163342875,0.0011904761904761906,Dario Fo,"Italian actor, playwright, comedian, singer-songwriter, theater director, painter, and political activist (1926-2016)",entity,performing arts,theatrical director,cultural representative,http://www.wikidata.org/entity/Q765
141,231,3.276595744680851,0.011702127659574468,0.03051062164590503,-0.2051860811056449,0.008638211382113821,en,0.023404255319148935,0.023568257855721503,0.14056233877885638,1.0606060606060606,0.3165801783338913,0.0070921985815602835,drummer,percussionist who creates and accompanies music using drums,entity,music,musical profession,cultural agnostic,http://www.wikidata.org/entity/Q386854
153,273,3.5686274509803924,0.01173890608875129,0.027547127958044818,-0.1923041302317685,0.027054108216432865,en,0.02347781217750258,0.021700018452832513,0.13368511085934479,1.2124542124542124,0.8067427741115234,0.0,Eid Mubarak,traditional Muslim greeting,entity,gestures and habits,greeting,cultural representative,http://www.wikidata.org/entity/Q367660
12,15,2.5,0.11363636363636363,0.10119047619047618,-0.3721799788175428,0.022727272727272728,en,0.22727272727272727,0.017424242424242422,0.14244227994227995,1.0,0.0,0.0,engastration,Cooking technique,concept,food,cooking technique,cultural agnostic,http://www.wikidata.org/entity/Q1706696
